Time_s,P_solar_STK_W,P_solar_model_W,P_demand_W,P_battery_W,SOC_pct,V_bus_V,P_surplus_W,P_deficit_W,LoadShed,Eclipse_flag,Pointing_mode,Theta_deg,Distance_AU,Beta_deg,Altitude_km,Comm_flag
2280.00000491738,2188.682,2360.14839782134,711,0,100,32.8,1477.682,0,0,0,3,0,1.40717109426606,-47.3079057339405,2465.07191431377,1
2340.0000013411,2189.35,2360.14517455006,711,0,100,32.8,1478.35,0,0,0,3,0,1.40717205515878,-47.3069172618331,2541.57867588747,1
2399.99999776483,2188.407,2360.14164237546,711,0,100,32.8,1477.407,0,0,0,3,0,1.40717310814124,-47.3053377881379,2617.52899401652,1
2460.00000424683,2188.269,2360.13812131932,711,0,100,32.8,1477.269,0,0,0,3,0,1.40717415781152,-47.3038421884829,2692.88959300324,1
2520.00000067055,2188.4,2360.13466177416,711,0,100,32.8,1477.4,0,0,0,3,0,1.4071751891469,-47.302810853099,2767.63039251776,1
2579.99999709427,2188.934,2360.13131479647,711,0,100,32.8,1477.934,0,0,0,3,0,1.40717618692661,-47.3018130733873,2841.72423438495,1
2640.00000357628,2188.259,2360.12838177861,711,0,100,32.8,1477.259,0,0,0,3,0,1.407177061301,-47.3009386990023,2915.14661837144,1
2700,2187.987,2360.12544876671,711,0,100,32.8,1476.987,0,0,0,3,0,1.40717793567524,-47.3000643247638,2987.87547429765,1
2759.99999642372,2189.461,2360.12152806645,711,0,100,32.8,1478.461,0,0,0,3,0,1.40717910449653,-47.2988955034681,3059.89094648801,1
2820.00000290573,2179.519,2360.11752894429,711,0,100,32.8,1468.519,0,0,0,3,0,1.40718029669961,-47.2977033003915,3131.17519766597,1
2879.99999932945,2188.111,2360.11366138146,711,0,100,32.8,1477.111,0,0,0,3,0,1.4071814496856,-47.2967002095997,3201.71223087239,1
2939.99999575317,2187.57,2360.10998306402,711,0,100,32.8,1476.57,0,0,0,3,0,1.40718254625697,-47.2959691620217,3271.48772819657,1
3000.00000223517,2188.104,2360.10630475455,711,0,100,32.8,1477.104,0,0,0,3,0,1.40718364282852,-47.2952381143211,3340.4889023879,1
3059.9999986589,2188.101,2360.102037737,711,0,100,32.8,1477.101,0,0,0,3,0,1.40718491490796,-47.294313819027,3408.70435704192,1
3119.99999508262,2188.231,2360.09748634851,711,0,100,32.8,1477.231,0,0,0,3,0,1.40718627176762,-47.2932961742822,3476.12396996221,1
3180.00000156462,2187.959,2360.09293497241,711,0,100,32.8,1476.959,0,0,0,3,0,1.40718762862751,-47.2922785293669,3542.73877872468,1
3239.99999798834,2188.896,2360.08937580327,711,0,100,32.8,1477.896,0,0,0,3,0,1.4071886896926,-47.2913103073981,3608.54087001848,1
3300.00000447035,2188.355,2360.0861905405,711,0,100,32.8,1477.355,0,0,0,3,0,1.40718963929018,-47.2903607098245,3673.52329917572,1
3360.00000089407,2189.426,2360.0830052847,711,0,100,32.8,1478.426,0,0,0,3,0,1.40719058888759,-47.28941111241,3737.67999438262,1
3419.99999731779,2188.617,2360.07937025966,711,0,100,32.8,1477.617,0,0,0,3,0,1.40719167257383,-47.2886637130866,3801.0056809384,1
3480.0000037998,2188.345,2360.07539185693,711,0,100,32.8,1477.345,0,0,0,3,0,1.40719285863188,-47.2880706840618,3863.4958122434,1
3540.00000022352,2188.879,2360.07141346493,711,0,100,32.8,1477.879,0,0,0,3,0,1.40719404468973,-47.2874776551365,3925.14650322343,1
3599.99999664724,2188.204,2360.06747330926,711,0,100,32.8,1477.204,0,0,0,3,0,1.40719521935133,-47.286835486504,3985.95446914648,1
3660.00000312924,2188.603,2360.06369142176,711,0,100,32.8,1477.603,0,0,0,3,0,1.40719634683189,-47.2859898760831,4045.91697154927,1
3719.99999955297,2188.734,2360.059909544,711,0,100,32.8,1477.734,0,0,0,3,0,1.40719747431226,-47.285144265804,4105.03177329646,1
3779.99999597669,2187.924,2360.05612767532,711,0,100,32.8,1476.924,0,0,0,3,0,1.40719860179263,-47.2842986555249,4163.29708595998,1
3840.00000245869,2188.592,2360.05240463949,711,0,100,32.8,1477.592,0,0,0,3,0,1.40719971173594,-47.2834661980434,4220.71153040861,1
3899.99999888241,2187.783,2360.04871373308,711,0,100,32.8,1476.783,0,0,0,3,0,1.40720081210314,-47.2826409226418,4277.27410178959,1
3959.99999530613,2187.914,2360.04502283533,711,0,100,32.8,1476.914,0,0,0,3,0,1.40720191247035,-47.2818156472402,4332.98413088411,1
4020.00000178814,2188.582,2360.04133268052,711,0,100,32.8,1477.582,0,0,0,3,0,1.40720301261864,-47.2809905360224,4387.84125586414,1
4079.99999821186,2187.639,2360.0377047907,711,0,100,32.8,1476.639,0,0,0,3,0,1.40720409420634,-47.2801793452433,4441.84538455868,1
4140.00000469387,2188.441,2360.03407690863,711,0,100,32.8,1477.441,0,0,0,3,0,1.40720517579423,-47.2793681543283,4494.9966817253,1
4200.00000111759,2188.572,2360.03044903553,711,0,100,32.8,1477.572,0,0,0,3,0,1.40720625738193,-47.2785569635493,4547.29552998356,1
4259.99999754131,2187.763,2360.02682868879,711,0,100,32.8,1476.763,0,0,0,3,0,1.40720733672827,-47.2778316358641,4598.74251674645,1
4320.00000402331,2188.699,2360.02322482024,711,0,100,32.8,1477.699,0,0,0,3,0,1.40720841116438,-47.277294417811,4649.33840946793,1
4380.00000044703,2189.099,2360.01962096055,711,0,100,32.8,1478.099,0,0,0,3,0,1.4072094856003,-47.2767571998479,4699.08413631579,1
4439.99999687076,2187.887,2360.01601710911,711,0,100,32.8,1476.887,0,0,0,3,0,1.40721056003623,-47.2762199818848,4747.98077269709,1
4500.00000335276,2188.152,2360.01239001514,711,0,100,32.8,1477.152,0,0,0,3,0,1.40721164140407,-47.2756792979672,4796.02951795414,1
4559.99999977648,2188.283,2360.00874680774,711,0,100,32.8,1477.283,0,0,0,3,0,1.40721272757841,-47.2751362107974,4843.23168914781,1
4619.9999962002,2188.682,2360.00510360878,711,0,100,32.8,1477.682,0,0,0,3,0,1.40721381375274,-47.2745931236276,4889.58870375482,1
4680.00000268221,2188.276,2360.00146041765,711,0,100,32.8,1477.276,0,0,0,3,0,1.40721489992727,-47.2740500363668,4935.1020622973,1
4739.99999910593,2188.407,2359.99833466101,711,0,100,32.8,1477.407,0,0,0,3,0,1.40721583183679,-47.2731681632083,4979.77334634261,1
4799.99999552965,2188.135,2359.99526142047,711,0,100,32.8,1477.135,0,0,0,3,0,1.40721674809103,-47.272251908968,5023.6042015402,1
